AREANM,AREACD,Year,GDHI_Per_Head
Aberdeen City and Aberdeenshire,UKM50,1997,11103
Aberdeen City and Aberdeenshire,UKM50,1998,11479
Aberdeen City and Aberdeenshire,UKM50,1999,11301
Aberdeen City and Aberdeenshire,UKM50,2000,12173
Aberdeen City and Aberdeenshire,UKM50,2001,12822
Aberdeen City and Aberdeenshire,UKM50,2002,13304
Aberdeen City and Aberdeenshire,UKM50,2003,13521
Aberdeen City and Aberdeenshire,UKM50,2004,14414
Aberdeen City and Aberdeenshire,UKM50,2005,15409
Aberdeen City and Aberdeenshire,UKM50,2006,16181
Aberdeen City and Aberdeenshire,UKM50,2007,17176
Aberdeen City and Aberdeenshire,UKM50,2008,18023
Aberdeen City and Aberdeenshire,UKM50,2009,18464
Aberdeen City and Aberdeenshire,UKM50,2010,18715
Aberdeen City and Aberdeenshire,UKM50,2011,19565
Aberdeen City and Aberdeenshire,UKM50,2012,20391
Aberdeen City and Aberdeenshire,UKM50,2013,21466
Aberdeen City and Aberdeenshire,UKM50,2014,21777
Aberdeen City and Aberdeenshire,UKM50,2015,22080
Aberdeen City and Aberdeenshire,UKM50,2016,21534
Angus and Dundee City,UKM71,1997,9382
Angus and Dundee City,UKM71,1998,9707
Angus and Dundee City,UKM71,1999,9964
Angus and Dundee City,UKM71,2000,10773
Angus and Dundee City,UKM71,2001,11412
Angus and Dundee City,UKM71,2002,11955
Angus and Dundee City,UKM71,2003,12062
Angus and Dundee City,UKM71,2004,12449
Angus and Dundee City,UKM71,2005,12488
Angus and Dundee City,UKM71,2006,12955
Angus and Dundee City,UKM71,2007,13735
Angus and Dundee City,UKM71,2008,14625
Angus and Dundee City,UKM71,2009,14644
Angus and Dundee City,UKM71,2010,14440
Angus and Dundee City,UKM71,2011,14761
Angus and Dundee City,UKM71,2012,15186
Angus and Dundee City,UKM71,2013,15858
Angus and Dundee City,UKM71,2014,16178
Angus and Dundee City,UKM71,2015,16684
Angus and Dundee City,UKM71,2016,16939
Antrim and Newtownabbey,UKN13,1997,9390
Antrim and Newtownabbey,UKN13,1998,9521
Antrim and Newtownabbey,UKN13,1999,9787
Antrim and Newtownabbey,UKN13,2000,10615
Antrim and Newtownabbey,UKN13,2001,10862
Antrim and Newtownabbey,UKN13,2002,11438
Antrim and Newtownabbey,UKN13,2003,11851
Antrim and Newtownabbey,UKN13,2004,12405
Antrim and Newtownabbey,UKN13,2005,12829
Antrim and Newtownabbey,UKN13,2006,13340
Antrim and Newtownabbey,UKN13,2007,13866
Antrim and Newtownabbey,UKN13,2008,14237
Antrim and Newtownabbey,UKN13,2009,14335
Antrim and Newtownabbey,UKN13,2010,14214
Antrim and Newtownabbey,UKN13,2011,14683
Antrim and Newtownabbey,UKN13,2012,15156
Antrim and Newtownabbey,UKN13,2013,15647
Antrim and Newtownabbey,UKN13,2014,16074
Antrim and Newtownabbey,UKN13,2015,16592
Antrim and Newtownabbey,UKN13,2016,16849
Ards and North Down,UKN09,1997,9608
Ards and North Down,UKN09,1998,9748
Ards and North Down,UKN09,1999,9987
Ards and North Down,UKN09,2000,10664
Ards and North Down,UKN09,2001,10999
Ards and North Down,UKN09,2002,11614
Ards and North Down,UKN09,2003,11995
Ards and North Down,UKN09,2004,12464
Ards and North Down,UKN09,2005,13002
Ards and North Down,UKN09,2006,13598
Ards and North Down,UKN09,2007,14021
Ards and North Down,UKN09,2008,14445
Ards and North Down,UKN09,2009,14597
Ards and North Down,UKN09,2010,14578
Ards and North Down,UKN09,2011,15005
Ards and North Down,UKN09,2012,15415
Ards and North Down,UKN09,2013,16008
Ards and North Down,UKN09,2014,16170
Ards and North Down,UKN09,2015,16914
Ards and North Down,UKN09,2016,17035
"Armagh City, Banbridge and Craigavon",UKN07,1997,8685
"Armagh City, Banbridge and Craigavon",UKN07,1998,8831
"Armagh City, Banbridge and Craigavon",UKN07,1999,9072
"Armagh City, Banbridge and Craigavon",UKN07,2000,9413
"Armagh City, Banbridge and Craigavon",UKN07,2001,9755
"Armagh City, Banbridge and Craigavon",UKN07,2002,10295
"Armagh City, Banbridge and Craigavon",UKN07,2003,10786
"Armagh City, Banbridge and Craigavon",UKN07,2004,11536
"Armagh City, Banbridge and Craigavon",UKN07,2005,12109
"Armagh City, Banbridge and Craigavon",UKN07,2006,12858
"Armagh City, Banbridge and Craigavon",UKN07,2007,13218
"Armagh City, Banbridge and Craigavon",UKN07,2008,13390
"Armagh City, Banbridge and Craigavon",UKN07,2009,13369
"Armagh City, Banbridge and Craigavon",UKN07,2010,13447
"Armagh City, Banbridge and Craigavon",UKN07,2011,13794
"Armagh City, Banbridge and Craigavon",UKN07,2012,13866
"Armagh City, Banbridge and Craigavon",UKN07,2013,14493
"Armagh City, Banbridge and Craigavon",UKN07,2014,15187
"Armagh City, Banbridge and Craigavon",UKN07,2015,15522
"Armagh City, Banbridge and Craigavon",UKN07,2016,15582
Barking & Dagenham and Havering,UKI52,1997,10307
Barking & Dagenham and Havering,UKI52,1998,10797
Barking & Dagenham and Havering,UKI52,1999,11114
Barking & Dagenham and Havering,UKI52,2000,11915
Barking & Dagenham and Havering,UKI52,2001,12685
Barking & Dagenham and Havering,UKI52,2002,13038
Barking & Dagenham and Havering,UKI52,2003,13578
Barking & Dagenham and Havering,UKI52,2004,14056
Barking & Dagenham and Havering,UKI52,2005,14464
Barking & Dagenham and Havering,UKI52,2006,14842
Barking & Dagenham and Havering,UKI52,2007,15703
Barking & Dagenham and Havering,UKI52,2008,16232
Barking & Dagenham and Havering,UKI52,2009,16116
Barking & Dagenham and Havering,UKI52,2010,16203
Barking & Dagenham and Havering,UKI52,2011,16283
Barking & Dagenham and Havering,UKI52,2012,17339
Barking & Dagenham and Havering,UKI52,2013,17739
Barking & Dagenham and Havering,UKI52,2014,17917
Barking & Dagenham and Havering,UKI52,2015,19020
Barking & Dagenham and Havering,UKI52,2016,19707
Barnet,UKI71,1997,12774
Barnet,UKI71,1998,13480
Barnet,UKI71,1999,14084
Barnet,UKI71,2000,15357
Barnet,UKI71,2001,15862
Barnet,UKI71,2002,16408
Barnet,UKI71,2003,17155
Barnet,UKI71,2004,17745
Barnet,UKI71,2005,18798
Barnet,UKI71,2006,19582
Barnet,UKI71,2007,20655
Barnet,UKI71,2008,21281
Barnet,UKI71,2009,20889
Barnet,UKI71,2010,21017
Barnet,UKI71,2011,21160
Barnet,UKI71,2012,22869
Barnet,UKI71,2013,23785
Barnet,UKI71,2014,24925
Barnet,UKI71,2015,27591
Barnet,UKI71,2016,27455
"Barnsley, Doncaster and Rotherham",UKE31,1997,8747
"Barnsley, Doncaster and Rotherham",UKE31,1998,9106
"Barnsley, Doncaster and Rotherham",UKE31,1999,9562
"Barnsley, Doncaster and Rotherham",UKE31,2000,10206
"Barnsley, Doncaster and Rotherham",UKE31,2001,10582
"Barnsley, Doncaster and Rotherham",UKE31,2002,10825
"Barnsley, Doncaster and Rotherham",UKE31,2003,11186
"Barnsley, Doncaster and Rotherham",UKE31,2004,11427
"Barnsley, Doncaster and Rotherham",UKE31,2005,11753
"Barnsley, Doncaster and Rotherham",UKE31,2006,12116
"Barnsley, Doncaster and Rotherham",UKE31,2007,12597
"Barnsley, Doncaster and Rotherham",UKE31,2008,12693
"Barnsley, Doncaster and Rotherham",UKE31,2009,12996
"Barnsley, Doncaster and Rotherham",UKE31,2010,13150
"Barnsley, Doncaster and Rotherham",UKE31,2011,13525
"Barnsley, Doncaster and Rotherham",UKE31,2012,14079
"Barnsley, Doncaster and Rotherham",UKE31,2013,14471
"Barnsley, Doncaster and Rotherham",UKE31,2014,14875
"Barnsley, Doncaster and Rotherham",UKE31,2015,15388
"Barnsley, Doncaster and Rotherham",UKE31,2016,15540
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,1997,12122
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,1998,12663
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,1999,13157
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2000,13527
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2001,13675
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2002,13844
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2003,14256
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2004,14539
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2005,15093
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2006,15967
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2007,16482
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2008,17176
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2009,17218
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2010,17311
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2011,17674
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2012,18313
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2013,18961
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2014,19422
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2015,20800
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2016,21001
Bedford,UKH24,1997,11406
Bedford,UKH24,1998,11560
Bedford,UKH24,1999,11972
Bedford,UKH24,2000,12578
Bedford,UKH24,2001,12664
Bedford,UKH24,2002,13240
Bedford,UKH24,2003,13417
Bedford,UKH24,2004,13812
Bedford,UKH24,2005,14418
Bedford,UKH24,2006,14935
Bedford,UKH24,2007,15431
Bedford,UKH24,2008,16024
Bedford,UKH24,2009,16547
Bedford,UKH24,2010,16757
Bedford,UKH24,2011,17010
Bedford,UKH24,2012,17501
Bedford,UKH24,2013,17898
Bedford,UKH24,2014,18279
Bedford,UKH24,2015,19767
Bedford,UKH24,2016,20136
Belfast,UKN06,1997,9957
Belfast,UKN06,1998,10196
Belfast,UKN06,1999,10403
Belfast,UKN06,2000,11019
Belfast,UKN06,2001,11326
Belfast,UKN06,2002,11760
Belfast,UKN06,2003,11846
Belfast,UKN06,2004,12128
Belfast,UKN06,2005,12335
Belfast,UKN06,2006,12851
Belfast,UKN06,2007,12948
Belfast,UKN06,2008,13577
Belfast,UKN06,2009,13911
Belfast,UKN06,2010,13794
Belfast,UKN06,2011,14018
Belfast,UKN06,2012,14347
Belfast,UKN06,2013,14779
Belfast,UKN06,2014,14895
Belfast,UKN06,2015,15304
Belfast,UKN06,2016,15565
Berkshire,UKJ11,1997,13778
Berkshire,UKJ11,1998,14254
Berkshire,UKJ11,1999,14515
Berkshire,UKJ11,2000,15615
Berkshire,UKJ11,2001,15788
Berkshire,UKJ11,2002,16227
Berkshire,UKJ11,2003,16480
Berkshire,UKJ11,2004,16788
Berkshire,UKJ11,2005,17352
Berkshire,UKJ11,2006,18071
Berkshire,UKJ11,2007,19206
Berkshire,UKJ11,2008,19559
Berkshire,UKJ11,2009,19670
Berkshire,UKJ11,2010,19445
Berkshire,UKJ11,2011,19800
Berkshire,UKJ11,2012,20718
Berkshire,UKJ11,2013,21499
Berkshire,UKJ11,2014,21819
Berkshire,UKJ11,2015,23091
Berkshire,UKJ11,2016,23674
Bexley and Greenwich,UKI51,1997,12818
Bexley and Greenwich,UKI51,1998,13129
Bexley and Greenwich,UKI51,1999,13517
Bexley and Greenwich,UKI51,2000,14237
Bexley and Greenwich,UKI51,2001,14984
Bexley and Greenwich,UKI51,2002,15213
Bexley and Greenwich,UKI51,2003,15622
Bexley and Greenwich,UKI51,2004,16005
Bexley and Greenwich,UKI51,2005,16368
Bexley and Greenwich,UKI51,2006,16761
Bexley and Greenwich,UKI51,2007,17583
Bexley and Greenwich,UKI51,2008,18023
Bexley and Greenwich,UKI51,2009,18070
Bexley and Greenwich,UKI51,2010,18157
Bexley and Greenwich,UKI51,2011,18098
Bexley and Greenwich,UKI51,2012,19009
Bexley and Greenwich,UKI51,2013,19527
Bexley and Greenwich,UKI51,2014,19967
Bexley and Greenwich,UKI51,2015,21066
Bexley and Greenwich,UKI51,2016,21318
Birmingham,UKG31,1997,8803
Birmingham,UKG31,1998,9175
Birmingham,UKG31,1999,9453
Birmingham,UKG31,2000,10107
Birmingham,UKG31,2001,10485
Birmingham,UKG31,2002,10674
Birmingham,UKG31,2003,10819
Birmingham,UKG31,2004,11076
Birmingham,UKG31,2005,11067
Birmingham,UKG31,2006,11412
Birmingham,UKG31,2007,11644
Birmingham,UKG31,2008,11899
Birmingham,UKG31,2009,12163
Birmingham,UKG31,2010,12344
Birmingham,UKG31,2011,12439
Birmingham,UKG31,2012,12814
Birmingham,UKG31,2013,13064
Birmingham,UKG31,2014,13485
Birmingham,UKG31,2015,14034
Birmingham,UKG31,2016,14093
Blackburn with Darwen,UKD41,1997,8474
Blackburn with Darwen,UKD41,1998,8626
Blackburn with Darwen,UKD41,1999,9048
Blackburn with Darwen,UKD41,2000,9166
Blackburn with Darwen,UKD41,2001,9432
Blackburn with Darwen,UKD41,2002,9395
Blackburn with Darwen,UKD41,2003,9729
Blackburn with Darwen,UKD41,2004,9966
Blackburn with Darwen,UKD41,2005,10469
Blackburn with Darwen,UKD41,2006,10776
Blackburn with Darwen,UKD41,2007,10951
Blackburn with Darwen,UKD41,2008,10916
Blackburn with Darwen,UKD41,2009,11132
Blackburn with Darwen,UKD41,2010,11453
Blackburn with Darwen,UKD41,2011,11422
Blackburn with Darwen,UKD41,2012,11630
Blackburn with Darwen,UKD41,2013,11722
Blackburn with Darwen,UKD41,2014,12074
Blackburn with Darwen,UKD41,2015,12497
Blackburn with Darwen,UKD41,2016,12450
Blackpool,UKD42,1997,9597
Blackpool,UKD42,1998,9838
Blackpool,UKD42,1999,9908
Blackpool,UKD42,2000,10766
Blackpool,UKD42,2001,10913
Blackpool,UKD42,2002,11044
Blackpool,UKD42,2003,10828
Blackpool,UKD42,2004,10974
Blackpool,UKD42,2005,11139
Blackpool,UKD42,2006,11373
Blackpool,UKD42,2007,11882
Blackpool,UKD42,2008,12176
Blackpool,UKD42,2009,12675
Blackpool,UKD42,2010,12845
Blackpool,UKD42,2011,13281
Blackpool,UKD42,2012,13446
Blackpool,UKD42,2013,13681
Blackpool,UKD42,2014,13986
Blackpool,UKD42,2015,14404
Blackpool,UKD42,2016,14795
Bournemouth and Poole,UKK21,1997,11465
Bournemouth and Poole,UKK21,1998,11778
Bournemouth and Poole,UKK21,1999,12283
Bournemouth and Poole,UKK21,2000,13127
Bournemouth and Poole,UKK21,2001,13539
Bournemouth and Poole,UKK21,2002,13692
Bournemouth and Poole,UKK21,2003,13992
Bournemouth and Poole,UKK21,2004,14486
Bournemouth and Poole,UKK21,2005,15051
Bournemouth and Poole,UKK21,2006,15777
Bournemouth and Poole,UKK21,2007,16375
Bournemouth and Poole,UKK21,2008,16664
Bournemouth and Poole,UKK21,2009,16285
Bournemouth and Poole,UKK21,2010,16514
Bournemouth and Poole,UKK21,2011,16747
Bournemouth and Poole,UKK21,2012,17163
Bournemouth and Poole,UKK21,2013,17789
Bournemouth and Poole,UKK21,2014,18033
Bournemouth and Poole,UKK21,2015,19129
Bournemouth and Poole,UKK21,2016,19048
Bradford,UKE41,1997,9314
Bradford,UKE41,1998,9562
Bradford,UKE41,1999,9975
Bradford,UKE41,2000,10652
Bradford,UKE41,2001,10609
Bradford,UKE41,2002,10832
Bradford,UKE41,2003,10957
Bradford,UKE41,2004,11362
Bradford,UKE41,2005,11412
Bradford,UKE41,2006,11663
Bradford,UKE41,2007,12069
Bradford,UKE41,2008,12240
Bradford,UKE41,2009,12483
Bradford,UKE41,2010,12345
Bradford,UKE41,2011,12465
Bradford,UKE41,2012,12892
Bradford,UKE41,2013,13331
Bradford,UKE41,2014,13666
Bradford,UKE41,2015,14302
Bradford,UKE41,2016,14444
Breckland and South Norfolk,UKH17,1997,10381
Breckland and South Norfolk,UKH17,1998,10678
Breckland and South Norfolk,UKH17,1999,10806
Breckland and South Norfolk,UKH17,2000,11474
Breckland and South Norfolk,UKH17,2001,12081
Breckland and South Norfolk,UKH17,2002,12240
Breckland and South Norfolk,UKH17,2003,12485
Breckland and South Norfolk,UKH17,2004,12831
Breckland and South Norfolk,UKH17,2005,13292
Breckland and South Norfolk,UKH17,2006,13456
Breckland and South Norfolk,UKH17,2007,14118
Breckland and South Norfolk,UKH17,2008,14691
Breckland and South Norfolk,UKH17,2009,14919
Breckland and South Norfolk,UKH17,2010,15148
Breckland and South Norfolk,UKH17,2011,15511
Breckland and South Norfolk,UKH17,2012,16197
Breckland and South Norfolk,UKH17,2013,16264
Breckland and South Norfolk,UKH17,2014,16540
Breckland and South Norfolk,UKH17,2015,17460
Breckland and South Norfolk,UKH17,2016,17419
Brent,UKI72,1997,10845
Brent,UKI72,1998,11383
Brent,UKI72,1999,12122
Brent,UKI72,2000,13001
Brent,UKI72,2001,13599
Brent,UKI72,2002,14157
Brent,UKI72,2003,14801
Brent,UKI72,2004,15305
Brent,UKI72,2005,16274
Brent,UKI72,2006,16631
Brent,UKI72,2007,17500
Brent,UKI72,2008,18025
Brent,UKI72,2009,18113
Brent,UKI72,2010,18051
Brent,UKI72,2011,18199
Brent,UKI72,2012,19686
Brent,UKI72,2013,20837
Brent,UKI72,2014,21699
Brent,UKI72,2015,23362
Brent,UKI72,2016,23580
Bridgend and Neath Port Talbot,UKL17,1997,9772
Bridgend and Neath Port Talbot,UKL17,1998,10005
Bridgend and Neath Port Talbot,UKL17,1999,10156
Bridgend and Neath Port Talbot,UKL17,2000,11056
Bridgend and Neath Port Talbot,UKL17,2001,11365
Bridgend and Neath Port Talbot,UKL17,2002,11287
Bridgend and Neath Port Talbot,UKL17,2003,11669
Bridgend and Neath Port Talbot,UKL17,2004,12044
Bridgend and Neath Port Talbot,UKL17,2005,12236
Bridgend and Neath Port Talbot,UKL17,2006,12575
Bridgend and Neath Port Talbot,UKL17,2007,13046
Bridgend and Neath Port Talbot,UKL17,2008,13482
Bridgend and Neath Port Talbot,UKL17,2009,13487
Bridgend and Neath Port Talbot,UKL17,2010,13553
Bridgend and Neath Port Talbot,UKL17,2011,13599
Bridgend and Neath Port Talbot,UKL17,2012,14189
Bridgend and Neath Port Talbot,UKL17,2013,14550
Bridgend and Neath Port Talbot,UKL17,2014,14762
Bridgend and Neath Port Talbot,UKL17,2015,15167
Bridgend and Neath Port Talbot,UKL17,2016,15337
Brighton and Hove,UKJ21,1997,12033
Brighton and Hove,UKJ21,1998,12262
Brighton and Hove,UKJ21,1999,12675
Brighton and Hove,UKJ21,2000,13549
Brighton and Hove,UKJ21,2001,14151
Brighton and Hove,UKJ21,2002,14590
Brighton and Hove,UKJ21,2003,14763
Brighton and Hove,UKJ21,2004,15318
Brighton and Hove,UKJ21,2005,16085
Brighton and Hove,UKJ21,2006,16327
Brighton and Hove,UKJ21,2007,16813
Brighton and Hove,UKJ21,2008,17398
Brighton and Hove,UKJ21,2009,17847
Brighton and Hove,UKJ21,2010,17618
Brighton and Hove,UKJ21,2011,17788
Brighton and Hove,UKJ21,2012,18330
Brighton and Hove,UKJ21,2013,18905
Brighton and Hove,UKJ21,2014,19257
Brighton and Hove,UKJ21,2015,20618
Brighton and Hove,UKJ21,2016,20508
"Bristol, City of",UKK11,1997,10387
"Bristol, City of",UKK11,1998,10661
"Bristol, City of",UKK11,1999,11022
"Bristol, City of",UKK11,2000,11738
"Bristol, City of",UKK11,2001,12265
"Bristol, City of",UKK11,2002,12434
"Bristol, City of",UKK11,2003,12620
"Bristol, City of",UKK11,2004,12988
"Bristol, City of",UKK11,2005,13130
"Bristol, City of",UKK11,2006,13734
"Bristol, City of",UKK11,2007,14322
"Bristol, City of",UKK11,2008,14744
"Bristol, City of",UKK11,2009,14739
"Bristol, City of",UKK11,2010,15046
"Bristol, City of",UKK11,2011,15390
"Bristol, City of",UKK11,2012,15724
"Bristol, City of",UKK11,2013,16223
"Bristol, City of",UKK11,2014,16702
"Bristol, City of",UKK11,2015,17488
"Bristol, City of",UKK11,2016,17633
Bromley,UKI61,1997,13916
Bromley,UKI61,1998,14736
Bromley,UKI61,1999,15337
Bromley,UKI61,2000,16503
Bromley,UKI61,2001,17056
Bromley,UKI61,2002,17424
Bromley,UKI61,2003,18297
Bromley,UKI61,2004,19277
Bromley,UKI61,2005,20074
Bromley,UKI61,2006,20698
Bromley,UKI61,2007,21683
Bromley,UKI61,2008,21949
Bromley,UKI61,2009,21640
Bromley,UKI61,2010,21896
Bromley,UKI61,2011,22275
Bromley,UKI61,2012,23748
Bromley,UKI61,2013,24387
Bromley,UKI61,2014,25302
Bromley,UKI61,2015,26893
Bromley,UKI61,2016,27169
Buckinghamshire CC,UKJ13,1997,15163
Buckinghamshire CC,UKJ13,1998,15664
Buckinghamshire CC,UKJ13,1999,16129
Buckinghamshire CC,UKJ13,2000,17182
Buckinghamshire CC,UKJ13,2001,17907
Buckinghamshire CC,UKJ13,2002,18268
Buckinghamshire CC,UKJ13,2003,18378
Buckinghamshire CC,UKJ13,2004,19068
Buckinghamshire CC,UKJ13,2005,19606
Buckinghamshire CC,UKJ13,2006,21066
Buckinghamshire CC,UKJ13,2007,21844
Buckinghamshire CC,UKJ13,2008,22399
Buckinghamshire CC,UKJ13,2009,22854
Buckinghamshire CC,UKJ13,2010,22566
Buckinghamshire CC,UKJ13,2011,22750
Buckinghamshire CC,UKJ13,2012,23531
Buckinghamshire CC,UKJ13,2013,24270
Buckinghamshire CC,UKJ13,2014,24893
Buckinghamshire CC,UKJ13,2015,26655
Buckinghamshire CC,UKJ13,2016,26570
Caithness & Sutherland and Ross & Cromarty,UKM61,1997,9826
Caithness & Sutherland and Ross & Cromarty,UKM61,1998,10165
Caithness & Sutherland and Ross & Cromarty,UKM61,1999,10358
Caithness & Sutherland and Ross & Cromarty,UKM61,2000,10880
Caithness & Sutherland and Ross & Cromarty,UKM61,2001,11437
Caithness & Sutherland and Ross & Cromarty,UKM61,2002,12054
Caithness & Sutherland and Ross & Cromarty,UKM61,2003,12177
Caithness & Sutherland and Ross & Cromarty,UKM61,2004,12508
Caithness & Sutherland and Ross & Cromarty,UKM61,2005,13034
Caithness & Sutherland and Ross & Cromarty,UKM61,2006,13873
Caithness & Sutherland and Ross & Cromarty,UKM61,2007,14074
Caithness & Sutherland and Ross & Cromarty,UKM61,2008,14744
Caithness & Sutherland and Ross & Cromarty,UKM61,2009,15363
Caithness & Sutherland and Ross & Cromarty,UKM61,2010,15554
Caithness & Sutherland and Ross & Cromarty,UKM61,2011,16086
Caithness & Sutherland and Ross & Cromarty,UKM61,2012,17051
Caithness & Sutherland and Ross & Cromarty,UKM61,2013,17730
Caithness & Sutherland and Ross & Cromarty,UKM61,2014,17434
Caithness & Sutherland and Ross & Cromarty,UKM61,2015,18109
Caithness & Sutherland and Ross & Cromarty,UKM61,2016,18743
Calderdale and Kirklees,UKE44,1997,9519
Calderdale and Kirklees,UKE44,1998,9905
Calderdale and Kirklees,UKE44,1999,10251
Calderdale and Kirklees,UKE44,2000,10894
Calderdale and Kirklees,UKE44,2001,11178
Calderdale and Kirklees,UKE44,2002,11410
Calderdale and Kirklees,UKE44,2003,11818
Calderdale and Kirklees,UKE44,2004,12231
Calderdale and Kirklees,UKE44,2005,12505
Calderdale and Kirklees,UKE44,2006,12846
Calderdale and Kirklees,UKE44,2007,13377
Calderdale and Kirklees,UKE44,2008,13461
Calderdale and Kirklees,UKE44,2009,13715
Calderdale and Kirklees,UKE44,2010,13710
Calderdale and Kirklees,UKE44,2011,13924
Calderdale and Kirklees,UKE44,2012,14490
Calderdale and Kirklees,UKE44,2013,14905
Calderdale and Kirklees,UKE44,2014,15181
Calderdale and Kirklees,UKE44,2015,15934
Calderdale and Kirklees,UKE44,2016,16092
Cambridgeshire CC,UKH12,1997,11517
Cambridgeshire CC,UKH12,1998,12031
Cambridgeshire CC,UKH12,1999,12636
Cambridgeshire CC,UKH12,2000,13313
Cambridgeshire CC,UKH12,2001,13527
Cambridgeshire CC,UKH12,2002,14129
Cambridgeshire CC,UKH12,2003,14124
Cambridgeshire CC,UKH12,2004,14747
Cambridgeshire CC,UKH12,2005,15651
Cambridgeshire CC,UKH12,2006,16274
Cambridgeshire CC,UKH12,2007,16762
Cambridgeshire CC,UKH12,2008,17139
Cambridgeshire CC,UKH12,2009,17520
Cambridgeshire CC,UKH12,2010,17433
Cambridgeshire CC,UKH12,2011,17498
Cambridgeshire CC,UKH12,2012,18323
Cambridgeshire CC,UKH12,2013,19086
Cambridgeshire CC,UKH12,2014,19807
Cambridgeshire CC,UKH12,2015,20880
Cambridgeshire CC,UKH12,2016,21322
Camden and City of London,UKI31,1997,18600
Camden and City of London,UKI31,1998,20654
Camden and City of London,UKI31,1999,21711
Camden and City of London,UKI31,2000,24138
Camden and City of London,UKI31,2001,24060
Camden and City of London,UKI31,2002,24107
Camden and City of London,UKI31,2003,24621
Camden and City of London,UKI31,2004,26687
Camden and City of London,UKI31,2005,29583
Camden and City of London,UKI31,2006,32472
Camden and City of London,UKI31,2007,35709
Camden and City of London,UKI31,2008,38910
Camden and City of London,UKI31,2009,38249
Camden and City of London,UKI31,2010,36235
Camden and City of London,UKI31,2011,34980
Camden and City of London,UKI31,2012,37966
Camden and City of London,UKI31,2013,41751
Camden and City of London,UKI31,2014,42116
Camden and City of London,UKI31,2015,45133
Camden and City of London,UKI31,2016,45225
Cardiff and Vale of Glamorgan,UKL22,1997,10004
Cardiff and Vale of Glamorgan,UKL22,1998,10372
Cardiff and Vale of Glamorgan,UKL22,1999,10822
Cardiff and Vale of Glamorgan,UKL22,2000,11512
Cardiff and Vale of Glamorgan,UKL22,2001,11887
Cardiff and Vale of Glamorgan,UKL22,2002,12343
Cardiff and Vale of Glamorgan,UKL22,2003,12806
Cardiff and Vale of Glamorgan,UKL22,2004,13135
Cardiff and Vale of Glamorgan,UKL22,2005,13248
Cardiff and Vale of Glamorgan,UKL22,2006,13845
Cardiff and Vale of Glamorgan,UKL22,2007,14107
Cardiff and Vale of Glamorgan,UKL22,2008,14669
Cardiff and Vale of Glamorgan,UKL22,2009,14748
Cardiff and Vale of Glamorgan,UKL22,2010,14895
Cardiff and Vale of Glamorgan,UKL22,2011,15123
Cardiff and Vale of Glamorgan,UKL22,2012,15450
Cardiff and Vale of Glamorgan,UKL22,2013,15531
Cardiff and Vale of Glamorgan,UKL22,2014,15818
Cardiff and Vale of Glamorgan,UKL22,2015,16388
Cardiff and Vale of Glamorgan,UKL22,2016,16515
Causeway Coast and Glens,UKN12,1997,7144
Causeway Coast and Glens,UKN12,1998,7193
Causeway Coast and Glens,UKN12,1999,7461
Causeway Coast and Glens,UKN12,2000,7950
Causeway Coast and Glens,UKN12,2001,8522
Causeway Coast and Glens,UKN12,2002,9254
Causeway Coast and Glens,UKN12,2003,9781
Causeway Coast and Glens,UKN12,2004,10393
Causeway Coast and Glens,UKN12,2005,11298
Causeway Coast and Glens,UKN12,2006,11849
Causeway Coast and Glens,UKN12,2007,11872
Causeway Coast and Glens,UKN12,2008,11790
Causeway Coast and Glens,UKN12,2009,12154
Causeway Coast and Glens,UKN12,2010,12343
Causeway Coast and Glens,UKN12,2011,13002
Causeway Coast and Glens,UKN12,2012,13225
Causeway Coast and Glens,UKN12,2013,13606
Causeway Coast and Glens,UKN12,2014,14043
Causeway Coast and Glens,UKN12,2015,14913
Causeway Coast and Glens,UKN12,2016,15132
Central Bedfordshire,UKH25,1997,12129
Central Bedfordshire,UKH25,1998,12358
Central Bedfordshire,UKH25,1999,12848
Central Bedfordshire,UKH25,2000,13634
Central Bedfordshire,UKH25,2001,13891
Central Bedfordshire,UKH25,2002,14519
Central Bedfordshire,UKH25,2003,14666
Central Bedfordshire,UKH25,2004,14989
Central Bedfordshire,UKH25,2005,15558
